FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-07-30,UA,AA,8624,59391,MCO,58425,DEN,1938,1856,1237,3.0,3.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,154.0,19,2020-07-30
2020-07-25,NK,HA,8885,51460,SFO,91927,ORD,2204,1310,2354,46.0,46.0,1,47.0,47.0,1,0,0,,8,14,9,2,15,291.0,22,2020-07-25
2020-07-19,AA,G4,2217,36556,DEN,35432,DFW,1525,1640,1522,12.0,12.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,189.0,15,2020-07-19
2020-07-05,G4,B6,5728,39513,SEA,10461,LAS,0318,2301,2419,0.0,0.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,303.0,3,2020-07-05
2020-07-20,NK,HA,8364,86500,DEN,12906,LAX,0027,0759,734,7.0,7.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,92.0,0,2020-07-20
2020-07-28,B6,AA,2183,16757,ATL,58245,JFK,0040,0007,855,8.0,8.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,92.0,0,2020-07-28
2020-07-31,AA,AS,6836,55292,SFO,34062,JFK,1448,0720,1786,16.0,16.0,1,27.0,27.0,1,0,0,,9,5,8,1,5,217.0,14,2020-07-31
2020-07-17,UA,WN,8593,12233,LAX,58872,MIA,1544,1913,2763,2.0,2.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,337.0,15,2020-07-17
2020-07-01,F9,NK,6816,84159,SFO,76958,BOS,0035,1838,1730,8.0,8.0,0,16.0,16.0,1,0,0,,5,3,3,0,4,220.0,0,2020-07-01
2020-07-25,F9,DL,2213,63172,ATL,13993,LAX,1722,0840,1841,10.0,10.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,226.0,17,2020-07-25
2020-07-05,AS,G4,6292,35986,LAX,44501,LAS,1206,1131,2587,9.0,9.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,315.0,12,2020-07-05
2020-07-05,WN,DL,659,22770,ORD,92296,LAS,0501,0828,167,17.0,17.0,1,18.0,18.0,1,0,0,,7,4,4,1,2,28.0,5,2020-07-05
2020-07-19,G4,B6,8027,53942,ORD,59660,DEN,0237,0556,2901,7.0,7.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,364.0,2,2020-07-19
2020-07-01,HA,G4,375,27490,DEN,11924,BOS,0121,0905,1724,13.0,13.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,215.0,1,2020-07-01
2020-07-13,AA,UA,3726,28884,MCO,21742,LAS,0945,0928,1791,14.0,14.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,223.0,9,2020-07-13
2020-07-02,G4,NK,2505,50792,ATL,48075,DEN,2328,0526,2757,19.0,19.0,1,17.0,17.0,1,0,0,,0,4,2,0,10,340.0,23,2020-07-02
2020-07-27,G4,B6,7172,88869,JFK,91645,DFW,2149,1057,526,61.0,61.0,1,64.0,64.0,1,0,0,,11,2,13,0,38,40.0,21,2020-07-27
2020-07-07,F9,DL,8801,71174,SEA,14723,ATL,0156,1528,1280,38.0,38.0,1,25.0,25.0,1,0,0,,10,0,2,1,12,167.0,1,2020-07-07
2020-07-08,B6,UA,5972,59015,MCO,79307,SEA,1106,0724,2427,2.0,2.0,0,,,0,0,1,,0,0,0,0,0,287.0,11,2020-07-08
2020-07-24,AS,WN,6736,26542,LAS,32409,LAS,1903,0140,536,6.0,6.0,0,15.0,15.0,1,0,0,,3,4,0,0,8,68.0,19,2020-07-24
2020-07-25,WN,UA,3938,63827,JFK,53028,SEA,1251,1838,2978,0.0,0.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,376.0,12,2020-07-25
2020-07-05,G4,G4,228,20417,DFW,26472,JFK,1600,2347,1020,8.0,8.0,0,17.0,17.0,1,0,0,,7,1,2,0,7,142.0,16,2020-07-05
2020-07-21,HA,NK,9573,76665,SEA,11686,SEA,1440,0341,929,27.0,27.0,1,19.0,19.0,1,0,0,,1,1,2,0,15,123.0,14,2020-07-21
2020-07-22,DL,HA,3378,80184,LAS,95509,LAX,2349,0518,1145,14.0,14.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,133.0,23,2020-07-22
2020-07-19,DL,F9,6794,68346,JFK,27031,MCO,2327,1220,1318,3.0,3.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,162.0,23,2020-07-19
2020-07-18,NK,B6,2762,53637,JFK,29072,DFW,1818,0540,254,4.0,4.0,0,25.0,25.0,1,0,0,,3,7,2,1,11,28.0,18,2020-07-18
2020-07-05,AS,G4,4093,60027,MCO,15781,MIA,0814,2259,2061,1.0,1.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,244.0,8,2020-07-05
2020-07-23,G4,G4,8859,38361,JFK,67690,DEN,0628,1634,206,10.0,10.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,46.0,6,2020-07-23
2020-07-30,NK,DL,9727,45130,ATL,54421,DEN,0442,0816,1514,15.0,15.0,1,20.0,20.0,1,0,0,,0,4,1,0,15,188.0,4,2020-07-30
2020-07-30,WN,G4,671,44319,DFW,29482,LAS,1139,1757,326,11.0,11.0,0,-18.0,0.0,0,0,0,,0,0,0,0,0,41.0,11,2020-07-30
2020-07-26,UA,F9,4955,13669,DEN,86504,MCO,1345,0702,1044,6.0,6.0,0,17.0,17.0,1,0,0,,1,2,4,0,9,133.0,13,2020-07-26
2020-07-21,AA,AS,4060,24650,SFO,35314,ORD,1020,0935,144,32.0,32.0,1,30.0,30.0,1,0,0,,7,1,2,0,19,20.0,10,2020-07-21
2020-07-19,DL,UA,5113,33095,DFW,27367,DEN,2023,1251,353,10.0,10.0,0,-8.0,0.0,0,0,0,,0,0,0,0,0,48.0,20,2020-07-19
2020-07-29,DL,UA,3297,48321,SEA,68981,MCO,0030,0316,2839,2.0,2.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,368.0,0,2020-07-29
2020-07-04,NK,HA,4009,52277,ORD,97599,BOS,1629,1732,1447,44.0,44.0,1,53.0,53.0,1,0,0,,10,9,2,2,31,167.0,16,2020-07-04
2020-07-15,NK,WN,5431,91367,ORD,95857,JFK,0836,0044,2807,4.0,4.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,360.0,8,2020-07-15
2020-07-25,DL,AS,6769,94437,ORD,17661,LAX,0117,1304,1589,6.0,6.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,197.0,1,2020-07-25
2020-07-04,WN,G4,6759,21993,ATL,20530,DFW,1926,1727,1922,21.0,21.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,250.0,19,2020-07-04
2020-07-25,B6,B6,4081,39204,ATL,80077,LAS,0048,0104,469,27.0,27.0,1,27.0,27.0,1,0,0,,7,6,0,0,14,70.0,0,2020-07-25
2020-07-11,HA,NK,7985,29339,LAS,33262,MIA,0206,1634,2947,3.0,3.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,384.0,2,2020-07-11
2020-07-30,AS,UA,9857,20012,MCO,55333,DFW,1853,0724,2549,44.0,44.0,1,52.0,52.0,1,0,0,,13,7,2,1,28,313.0,18,2020-07-30
2020-07-15,HA,DL,7617,16689,MCO,11230,ORD,0412,1601,1723,31.0,31.0,1,43.0,43.0,1,0,0,,8,7,2,1,25,233.0,4,2020-07-15
2020-07-24,UA,UA,2995,46760,DEN,26946,SFO,2005,1510,2854,6.0,6.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,375.0,20,2020-07-24
2020-07-27,AS,WN,1256,97349,MCO,46889,LAS,1550,1059,503,1.0,1.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,69.0,15,2020-07-27
2020-07-26,HA,WN,1406,99904,SFO,73405,JFK,2157,1232,316,22.0,22.0,1,10.0,10.0,0,0,0,,0,0,0,0,0,32.0,21,2020-07-26
2020-07-16,WN,WN,1328,15289,JFK,56036,LAS,0951,1101,415,13.0,13.0,0,26.0,26.0,1,0,0,,4,5,4,0,13,59.0,9,2020-07-16
2020-07-19,HA,AS,310,11427,DFW,47302,DFW,2009,1020,1356,40.0,40.0,1,38.0,38.0,1,0,0,,4,1,11,2,20,169.0,20,2020-07-19
2020-07-06,DL,WN,664,37282,SEA,17567,ORD,1936,1727,2000,3.0,3.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,253.0,19,2020-07-06
2020-07-08,HA,HA,5150,14933,ORD,39214,SFO,0746,2230,1429,4.0,4.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,188.0,7,2020-07-08
2020-07-11,AS,G4,2537,20437,MCO,35691,MIA,0053,1659,2969,55.0,55.0,1,45.0,45.0,1,0,0,,5,10,12,0,17,371.0,0,2020-07-11
2020-07-20,G4,NK,1081,48526,JFK,51350,SEA,1952,1516,2177,39.0,39.0,1,64.0,64.0,1,0,0,,4,17,16,2,24,271.0,19,2020-07-20
2020-07-22,WN,UA,9668,71789,LAS,96954,JFK,0128,1710,1234,27.0,27.0,1,44.0,44.0,1,0,0,,10,9,4,2,19,144.0,1,2020-07-22
2020-07-07,WN,NK,9204,97646,JFK,60462,SFO,0525,0752,430,7.0,7.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,48.0,5,2020-07-07
2020-07-25,DL,G4,3567,16470,DFW,53286,ATL,0303,1434,1762,17.0,17.0,1,18.0,18.0,1,0,0,,6,3,1,0,8,220.0,3,2020-07-25
2020-07-18,F9,HA,5585,64129,MCO,35913,ORD,2036,0411,2323,9.0,9.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,307.0,20,2020-07-18
2020-07-23,F9,B6,8766,26876,LAS,60307,DFW,0843,0244,2647,4.0,4.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,349.0,8,2020-07-23
2020-07-22,DL,WN,8637,65624,SFO,14951,DFW,2210,0731,1794,1.0,1.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,213.0,22,2020-07-22
2020-07-23,G4,F9,6891,85290,SFO,85546,SFO,2312,1923,2094,17.0,17.0,1,24.0,24.0,1,0,0,,8,6,4,1,4,249.0,23,2020-07-23
2020-07-05,G4,UA,5449,16901,MCO,99533,LAX,0519,0440,165,17.0,17.0,1,14.0,14.0,0,0,0,,0,0,0,0,0,15.0,5,2020-07-05
2020-07-23,AA,NK,9709,27891,SFO,62920,BOS,0825,0738,1368,19.0,19.0,1,32.0,32.0,1,0,0,,6,2,1,1,22,163.0,8,2020-07-23
2020-07-28,AS,WN,3254,15247,DFW,68370,ATL,1155,0424,1267,22.0,22.0,1,20.0,20.0,1,0,0,,8,5,6,0,1,163.0,11,2020-07-28
2020-07-28,UA,AA,4825,84483,MCO,94571,BOS,2355,1709,740,2.0,2.0,0,21.0,21.0,1,0,0,,1,2,3,0,14,98.0,23,2020-07-28
2020-07-04,B6,DL,2983,81786,ATL,95278,DFW,1953,0247,2455,2.0,2.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,316.0,19,2020-07-04
2020-07-06,DL,F9,3079,43855,LAX,29042,JFK,1706,0529,1842,2.0,2.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,224.0,17,2020-07-06
2020-07-07,F9,AA,5466,78259,ATL,42954,ATL,1246,0506,1368,16.0,16.0,1,0.0,0.0,0,0,0,,0,0,0,0,0,165.0,12,2020-07-07
2020-07-06,HA,F9,5820,74761,SFO,38039,DEN,0741,1753,925,4.0,4.0,0,-11.0,0.0,0,0,0,,0,0,0,0,0,120.0,7,2020-07-06
2020-07-14,AS,AS,5575,26448,DEN,48454,BOS,0240,2125,2949,12.0,12.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,356.0,2,2020-07-14
2020-07-30,AS,HA,2185,95991,SEA,35608,JFK,1259,0615,2585,31.0,31.0,1,35.0,35.0,1,0,0,,0,4,9,1,21,311.0,12,2020-07-30
2020-07-27,DL,B6,1859,84448,LAS,38765,MIA,2226,0724,2495,7.0,7.0,0,19.0,19.0,1,0,0,,3,1,1,1,14,305.0,22,2020-07-27
2020-07-13,WN,WN,4590,55638,MCO,56343,BOS,0514,0623,2623,4.0,4.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,335.0,5,2020-07-13
2020-07-25,NK,AS,7611,53508,SFO,40212,SEA,1909,1700,678,12.0,12.0,0,16.0,16.0,1,0,0,,6,2,0,0,8,104.0,19,2020-07-25
2020-07-04,WN,AS,8707,72092,LAS,66256,SEA,0557,1403,245,5.0,5.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,21.0,5,2020-07-04
2020-07-24,WN,AA,4597,83647,ORD,34569,DEN,0633,0904,749,9.0,9.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,89.0,6,2020-07-24
2020-07-31,UA,G4,7633,54261,SFO,99299,DFW,1539,1102,1093,3.0,3.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,160.0,15,2020-07-31
2020-07-19,NK,G4,9933,78236,DEN,55983,MIA,1945,1649,706,8.0,8.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,103.0,19,2020-07-19
2020-07-14,B6,AS,1513,23941,ATL,48603,LAS,0954,1046,473,3.0,3.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,81.0,9,2020-07-14
2020-07-02,UA,AS,9236,26666,JFK,78524,ORD,1343,1630,563,27.0,27.0,1,18.0,18.0,1,0,0,,6,1,3,0,8,62.0,13,2020-07-02
2020-07-01,AS,F9,1531,98059,MCO,80483,DEN,1346,1256,2477,1.0,1.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,318.0,13,2020-07-01
2020-07-03,NK,AA,4291,98813,DEN,13142,ATL,0956,1040,1362,9.0,9.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,179.0,9,2020-07-03
2020-07-09,HA,NK,4409,67229,MCO,56101,JFK,0305,0347,1983,4.0,4.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,248.0,3,2020-07-09
2020-07-27,AS,AA,3493,15682,SEA,75375,SFO,0630,2232,884,20.0,20.0,1,-9.0,0.0,0,0,0,,0,0,0,0,0,133.0,6,2020-07-27
2020-07-05,NK,G4,9623,78428,DEN,95551,DFW,2243,1100,704,7.0,7.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,87.0,22,2020-07-05
2020-07-02,AS,G4,2623,81162,MCO,96821,SEA,0403,2300,2327,20.0,20.0,1,15.0,15.0,1,0,0,,1,0,4,0,10,305.0,4,2020-07-02
2020-07-03,DL,AS,5919,74165,ORD,14128,SFO,0122,0426,1604,10.0,10.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,211.0,1,2020-07-03
2020-07-29,AS,HA,1873,37879,MCO,96631,DFW,1525,1602,2555,1.0,1.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,313.0,15,2020-07-29
2020-07-02,UA,B6,2216,28380,LAS,15734,MCO,1559,1351,1685,18.0,18.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,221.0,15,2020-07-02
2020-07-14,WN,B6,2336,35561,LAS,32657,ORD,2045,0238,2871,42.0,42.0,1,43.0,43.0,1,0,0,,13,6,6,0,18,374.0,20,2020-07-14
2020-07-03,AA,DL,9500,17429,LAX,77437,MCO,0531,2230,1176,25.0,25.0,1,47.0,47.0,1,0,0,,5,10,9,2,21,140.0,5,2020-07-03
2020-07-19,WN,NK,7375,16530,LAX,60567,JFK,0812,1940,2625,8.0,8.0,0,21.0,21.0,1,0,0,,7,1,3,0,9,315.0,8,2020-07-19
2020-07-28,DL,F9,4471,85356,JFK,49799,MCO,0918,1722,728,0.0,0.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,90.0,9,2020-07-28
2020-07-18,AS,NK,3296,99513,LAS,65323,SEA,0034,1950,1968,7.0,7.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,254.0,0,2020-07-18
2020-07-21,B6,B6,3208,73094,JFK,25704,LAS,1637,1916,2839,16.0,16.0,1,12.0,12.0,0,0,0,,0,0,0,0,0,360.0,16,2020-07-21
2020-07-31,AA,G4,4784,62087,DFW,98059,ATL,0020,2157,344,2.0,2.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,42.0,0,2020-07-31
2020-07-16,B6,AA,1119,88453,LAX,40495,MCO,1340,2017,115,20.0,20.0,1,6.0,6.0,0,0,0,,0,0,0,0,0,9.0,13,2020-07-16
2020-07-30,UA,WN,4227,99006,DFW,42827,JFK,1554,2217,1044,37.0,37.0,1,41.0,41.0,1,0,0,,12,3,12,2,12,119.0,15,2020-07-30
2020-07-27,UA,F9,1403,39279,LAS,78740,MIA,1033,0110,893,8.0,8.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,120.0,10,2020-07-27
2020-07-02,WN,NK,4564,43437,LAX,27858,JFK,1141,1032,2395,5.0,5.0,0,18.0,18.0,1,0,0,,6,5,1,0,6,290.0,11,2020-07-02
2020-07-23,DL,UA,5179,69361,LAX,62365,ATL,1735,1740,2858,30.0,30.0,1,15.0,15.0,1,0,0,,5,1,0,0,9,342.0,17,2020-07-23
2020-07-24,NK,WN,8051,71059,DEN,70109,LAX,0341,1117,1024,27.0,27.0,1,28.0,28.0,1,0,0,,8,4,7,0,8,129.0,3,2020-07-24
2020-07-16,UA,AA,8892,95495,DFW,94924,SEA,0447,1153,612,23.0,23.0,1,30.0,30.0,1,0,0,,6,2,9,1,13,59.0,4,2020-07-16
2020-07-13,WN,AS,418,14412,MCO,15375,ORD,0311,1834,692,15.0,15.0,1,-1.0,0.0,0,0,0,,0,0,0,0,0,93.0,3,2020-07-13
2020-07-12,DL,F9,1047,93276,DEN,33991,ATL,1145,0404,2536,7.0,7.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,302.0,11,2020-07-12
2020-07-28,HA,B6,7724,30567,JFK,50611,MIA,1638,0904,800,33.0,33.0,1,34.0,34.0,1,0,0,,9,0,8,1,16,107.0,16,2020-07-28
2020-07-13,WN,NK,106,82383,ATL,61607,SEA,0009,0656,2352,8.0,8.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,280.0,0,2020-07-13
2020-07-31,WN,DL,4549,67746,DFW,44050,ORD,2016,0250,1185,37.0,37.0,1,23.0,23.0,1,0,0,,3,5,3,0,12,149.0,20,2020-07-31
2020-07-03,WN,DL,7485,34040,DFW,70659,LAS,1053,0027,757,5.0,5.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,88.0,10,2020-07-03
2020-07-02,HA,DL,8552,58189,SFO,63384,DFW,1730,0843,1720,12.0,12.0,0,21.0,21.0,1,0,0,,6,5,3,1,7,210.0,17,2020-07-02
2020-07-09,DL,WN,1377,11101,DFW,76613,LAS,0239,0245,1645,14.0,14.0,0,32.0,32.0,1,0,0,,10,4,1,0,17,193.0,2,2020-07-09
2020-07-23,UA,F9,1047,60539,JFK,62513,DFW,2008,0216,2719,10.0,10.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,335.0,20,2020-07-23
2020-07-09,F9,DL,8645,91278,MCO,42574,ATL,2043,0812,2864,10.0,10.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,353.0,20,2020-07-09
2020-07-30,F9,F9,1465,69868,ATL,63199,JFK,0826,1522,541,19.0,19.0,1,26.0,26.0,1,0,0,,2,8,2,0,14,61.0,8,2020-07-30
2020-07-12,G4,HA,7501,81920,SFO,92252,LAX,1647,0506,2827,16.0,16.0,1,25.0,25.0,1,0,0,,5,1,5,1,14,365.0,16,2020-07-12
2020-07-03,F9,AA,9458,11606,LAX,15394,LAX,1018,1554,2206,9.0,9.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,258.0,10,2020-07-03
2020-07-24,G4,F9,6350,80369,LAX,64478,BOS,2030,2148,197,11.0,11.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,16.0,20,2020-07-24
2020-07-28,B6,UA,4082,94715,JFK,79759,SFO,1603,1824,1940,18.0,18.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,236.0,16,2020-07-28
2020-07-10,G4,DL,5168,12749,LAS,84159,SEA,1552,1301,2601,10.0,10.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,309.0,15,2020-07-10
2020-07-26,F9,AS,6122,10968,SFO,28593,LAX,1238,1755,669,5.0,5.0,0,22.0,22.0,1,0,0,,1,6,2,0,14,82.0,12,2020-07-26
2020-07-01,WN,B6,501,43629,DEN,32998,LAX,0735,1655,2156,4.0,4.0,0,-12.0,0.0,0,0,0,,0,0,0,0,0,265.0,7,2020-07-01
2020-07-07,F9,B6,9800,65585,ATL,40646,MCO,2136,2256,2630,26.0,26.0,1,42.0,42.0,1,0,0,,6,9,3,1,24,343.0,21,2020-07-07
2020-07-12,DL,WN,1950,71702,LAX,27431,DFW,1910,1209,367,15.0,15.0,1,21.0,21.0,1,0,0,,7,4,5,1,5,55.0,19,2020-07-12
2020-07-12,NK,B6,7774,34704,LAX,45119,LAX,1615,0605,1747,47.0,47.0,1,48.0,48.0,1,0,0,,17,4,11,1,16,221.0,16,2020-07-12
2020-07-29,NK,B6,1031,41487,MCO,53991,BOS,1158,1439,467,5.0,5.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,71.0,11,2020-07-29
2020-07-30,G4,B6,8640,97941,MCO,62478,SFO,2038,1340,2855,31.0,31.0,1,56.0,56.0,1,0,0,,7,4,16,1,28,357.0,20,2020-07-30
2020-07-24,NK,NK,5705,40139,LAS,42485,DEN,0740,0208,864,28.0,28.0,1,25.0,25.0,1,0,0,,8,3,3,1,11,117.0,7,2020-07-24
2020-07-24,B6,B6,2308,33868,JFK,50412,MIA,1118,0625,153,15.0,15.0,1,19.0,19.0,1,0,0,,0,0,4,1,14,32.0,11,2020-07-24
2020-07-31,WN,HA,1704,99650,LAS,67518,ATL,1118,0245,1977,16.0,16.0,1,15.0,15.0,1,0,0,,1,3,2,0,9,261.0,11,2020-07-31
2020-07-14,B6,HA,2644,92014,ORD,71762,LAS,0027,0335,587,24.0,24.0,1,19.0,19.0,1,0,0,,5,0,3,0,10,74.0,0,2020-07-14
2020-07-05,AS,G4,7341,20402,ATL,65122,DEN,1806,0419,1025,11.0,11.0,0,20.0,20.0,1,0,0,,7,0,2,0,11,134.0,18,2020-07-05
2020-07-25,AS,WN,8294,84799,LAS,29132,BOS,0822,1958,169,27.0,27.0,1,42.0,42.0,1,0,0,,13,1,11,1,16,18.0,8,2020-07-25
2020-07-10,NK,B6,9652,82926,JFK,63726,SEA,2208,0130,1923,4.0,4.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,229.0,22,2020-07-10
2020-07-11,DL,WN,2181,41464,MCO,74391,MIA,0048,1921,420,5.0,5.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,65.0,0,2020-07-11
2020-07-27,WN,DL,7674,32126,MCO,61428,ATL,1332,1710,1813,17.0,17.0,1,21.0,21.0,1,0,0,,2,2,1,1,16,220.0,13,2020-07-27
2020-07-03,WN,DL,9400,86918,LAX,25400,ORD,1114,1750,1775,17.0,17.0,1,-5.0,0.0,0,0,0,,0,0,0,0,0,227.0,11,2020-07-03
2020-07-19,UA,WN,3476,50917,MCO,28086,LAX,0021,1757,1409,7.0,7.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,192.0,0,2020-07-19
2020-07-18,F9,F9,5794,98211,JFK,19793,DEN,1054,0129,631,15.0,15.0,1,3.0,3.0,0,0,0,,0,0,0,0,0,83.0,10,2020-07-18
