FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-04-10,UA,G4,834,46426,ORD,15585,JFK,0904,1517,1741,2.0,2.0,0,-11.0,0.0,0,0,0,,0,0,0,0,0,214.0,9,2020-04-10
2020-04-02,AA,UA,9570,43247,SFO,76429,JFK,0418,1407,1618,26.0,26.0,1,32.0,32.0,1,0,0,,7,6,5,1,13,206.0,4,2020-04-02
2020-04-10,G4,AS,529,97767,LAX,69194,DEN,1719,0413,1727,11.0,11.0,0,21.0,21.0,1,0,0,,7,2,1,0,12,214.0,17,2020-04-10
2020-04-30,HA,NK,7965,72873,DFW,37178,MIA,0306,1351,1474,3.0,3.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,185.0,3,2020-04-30
2020-04-14,DL,B6,1237,10922,DEN,79558,MCO,2230,0736,1958,6.0,6.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,254.0,22,2020-04-14
2020-04-29,F9,G4,5638,90177,ORD,38157,LAS,0142,0601,810,26.0,26.0,1,22.0,22.0,1,0,0,,7,5,3,1,6,105.0,1,2020-04-29
2020-04-18,AA,AA,9853,50338,ATL,37084,ORD,1303,1318,218,25.0,25.0,1,36.0,36.0,1,0,0,,0,8,3,2,24,32.0,13,2020-04-18
2020-04-02,DL,AS,1608,89598,DEN,27992,LAX,1530,1250,642,1.0,1.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,96.0,15,2020-04-02
2020-04-02,WN,B6,9152,64790,MCO,20129,DFW,0659,1504,2817,2.0,2.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,346.0,6,2020-04-02
2020-04-03,HA,WN,1067,47024,LAS,26800,LAS,2126,1458,991,1.0,1.0,0,18.0,18.0,1,0,0,,1,2,3,1,11,128.0,21,2020-04-03
2020-04-04,AA,NK,5688,76990,ATL,87741,LAX,1330,1746,2056,3.0,3.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,271.0,13,2020-04-04
2020-04-09,AS,B6,1653,54586,JFK,76393,SFO,1101,1348,1893,4.0,4.0,0,-8.0,0.0,0,0,0,,0,0,0,0,0,235.0,11,2020-04-09
2020-04-04,G4,DL,4322,66649,DFW,51829,MIA,0151,0239,374,7.0,7.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,50.0,1,2020-04-04
2020-04-01,G4,AA,1794,86202,DFW,96692,MIA,1435,0349,202,7.0,7.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,32.0,14,2020-04-01
2020-04-17,NK,UA,3566,58865,DFW,77653,ORD,0655,0121,581,,,0,,,0,1,0,B,0,0,0,0,0,,6,2020-04-17
2020-04-11,F9,G4,4185,93150,LAX,94513,ORD,0340,0204,2977,14.0,14.0,0,33.0,33.0,1,0,0,,7,3,8,1,14,365.0,3,2020-04-11
2020-04-15,UA,AA,8883,73686,LAX,97722,MCO,2146,1806,593,4.0,4.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,63.0,21,2020-04-15
2020-04-26,NK,AA,967,73098,DEN,25151,SFO,1237,1817,666,0.0,0.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,86.0,12,2020-04-26
2020-04-13,F9,NK,1010,65260,ATL,20453,MCO,1925,1058,1321,10.0,10.0,0,18.0,18.0,1,0,0,,6,4,2,1,5,156.0,19,2020-04-13
2020-04-20,F9,WN,2125,96742,DEN,81874,ORD,0309,0335,776,31.0,31.0,1,38.0,38.0,1,0,0,,14,10,6,2,6,71.0,3,2020-04-20
2020-04-12,F9,DL,7386,46269,LAS,36917,MCO,0905,2233,1749,14.0,14.0,0,27.0,27.0,1,0,0,,2,5,1,1,19,210.0,9,2020-04-12
2020-04-18,HA,G4,3818,81952,SEA,20321,LAX,1521,1535,2182,1.0,1.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,282.0,15,2020-04-18
2020-04-21,AS,G4,7303,47737,ATL,99251,LAS,1008,0902,1114,3.0,3.0,0,15.0,15.0,1,0,0,,5,1,2,0,7,139.0,10,2020-04-21
2020-04-20,HA,AS,8112,73844,ORD,82447,BOS,0801,0042,1088,23.0,23.0,1,21.0,21.0,1,0,0,,8,1,3,1,8,132.0,8,2020-04-20
2020-04-10,G4,AS,8249,86305,ORD,18570,SEA,1918,1855,1153,20.0,20.0,1,27.0,27.0,1,0,0,,3,2,6,0,16,152.0,19,2020-04-10
2020-04-12,HA,AS,8675,93081,DEN,25979,BOS,0701,1657,1421,4.0,4.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,180.0,7,2020-04-12
2020-04-04,UA,NK,5491,44685,JFK,64539,ORD,0055,0410,493,,,0,,,0,1,0,B,0,0,0,0,0,,0,2020-04-04
2020-04-07,WN,NK,4288,82752,SFO,21447,LAS,2128,1525,1266,7.0,7.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,157.0,21,2020-04-07
2020-04-11,F9,F9,6079,93575,DFW,22819,SEA,2055,1322,1259,58.0,58.0,1,60.0,60.0,1,0,0,,13,12,7,3,26,166.0,20,2020-04-11
2020-04-13,UA,NK,7642,57575,SEA,39293,BOS,0604,0611,998,1.0,1.0,0,-19.0,0.0,0,0,0,,0,0,0,0,0,105.0,6,2020-04-13
2020-04-12,AS,B6,973,22170,DFW,89101,LAS,1449,0805,2493,8.0,8.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,307.0,14,2020-04-12
2020-04-13,B6,G4,2130,45622,ATL,42832,LAX,0722,1826,383,16.0,16.0,1,19.0,19.0,1,0,0,,3,5,3,0,7,57.0,7,2020-04-13
2020-04-18,WN,F9,5226,11974,JFK,48886,LAX,0810,0957,1283,4.0,4.0,0,19.0,19.0,1,0,0,,4,5,5,0,5,166.0,8,2020-04-18
2020-04-29,UA,F9,5355,48077,DEN,85351,SFO,0212,0253,855,9.0,9.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,112.0,2,2020-04-29
2020-04-27,NK,AS,497,64640,MCO,78763,SFO,0212,1651,2262,1.0,1.0,0,-9.0,0.0,0,0,0,,0,0,0,0,0,280.0,2,2020-04-27
2020-04-11,HA,AS,5518,57887,LAX,46348,ATL,0414,1142,1905,16.0,16.0,1,25.0,25.0,1,0,0,,10,2,4,0,9,223.0,4,2020-04-11
2020-04-29,UA,F9,3504,95601,SFO,88260,BOS,0256,0607,837,8.0,8.0,0,16.0,16.0,1,0,0,,6,2,2,0,5,100.0,2,2020-04-29
2020-04-05,UA,NK,6250,36770,SFO,87996,MIA,0334,0424,1082,8.0,8.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,147.0,3,2020-04-05
2020-04-18,HA,F9,8319,52194,ORD,59869,DFW,0835,0340,421,6.0,6.0,0,21.0,21.0,1,0,0,,3,3,3,1,12,61.0,8,2020-04-18
2020-04-23,AS,G4,8884,12104,SEA,45861,MCO,0417,1140,1254,9.0,9.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,154.0,4,2020-04-23
2020-04-07,NK,UA,3170,72334,DEN,68864,SFO,1642,0647,289,5.0,5.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,61.0,16,2020-04-07
2020-04-19,G4,F9,5322,91587,ATL,27038,ORD,0844,1810,1398,20.0,20.0,1,27.0,27.0,1,0,0,,10,8,5,1,3,178.0,8,2020-04-19
2020-04-17,AS,B6,5542,15007,ORD,54476,MIA,0559,1354,1755,8.0,8.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,216.0,5,2020-04-17
2020-04-15,AS,HA,3661,19761,DEN,52400,LAX,1749,1244,534,0.0,0.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,81.0,17,2020-04-15
2020-04-10,B6,F9,4869,23697,MCO,48813,BOS,1655,1338,2359,30.0,30.0,1,16.0,16.0,1,0,0,,2,4,3,0,6,305.0,16,2020-04-10
2020-04-24,F9,AA,3406,88638,JFK,64931,SEA,1826,1536,1462,22.0,22.0,1,11.0,11.0,0,0,0,,0,0,0,0,0,184.0,18,2020-04-24
2020-04-19,F9,AS,5671,63598,ORD,28016,DFW,1638,1448,1612,6.0,6.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,204.0,16,2020-04-19
2020-04-21,AA,UA,3658,41472,LAS,62023,SEA,0543,0612,1728,6.0,6.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,196.0,5,2020-04-21
2020-04-13,UA,AS,2409,82184,SEA,36669,DEN,2016,0208,2170,25.0,25.0,1,32.0,32.0,1,0,0,,5,6,10,1,9,278.0,20,2020-04-13
2020-04-01,F9,NK,1283,78082,LAX,29534,SFO,2223,0419,241,19.0,19.0,1,25.0,25.0,1,0,0,,2,3,1,1,18,33.0,22,2020-04-01
2020-04-23,B6,HA,2444,69246,SEA,47553,MCO,0421,1343,2138,1.0,1.0,0,-15.0,0.0,0,0,0,,0,0,0,0,0,289.0,4,2020-04-23
2020-04-18,UA,G4,1014,48758,SEA,40424,ATL,0652,2117,2025,15.0,15.0,1,28.0,28.0,1,0,0,,7,6,7,1,7,258.0,6,2020-04-18
2020-04-21,AS,WN,3497,29842,JFK,41751,LAX,0255,1739,2418,15.0,15.0,1,12.0,12.0,0,0,0,,0,0,0,0,0,301.0,2,2020-04-21
2020-04-21,HA,UA,9002,76581,JFK,31739,LAX,2133,0647,1272,4.0,4.0,0,18.0,18.0,1,0,0,,6,5,1,0,6,157.0,21,2020-04-21
2020-04-07,DL,NK,9071,65985,DFW,93625,DEN,1253,1808,1782,1.0,1.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,234.0,12,2020-04-07
2020-04-25,AA,AS,4333,90454,ATL,35569,LAS,0117,2228,451,32.0,32.0,1,32.0,32.0,1,0,0,,1,1,1,0,29,57.0,1,2020-04-25
2020-04-01,NK,DL,7731,29173,SEA,81996,DEN,2121,1911,2514,15.0,15.0,1,37.0,37.0,1,0,0,,5,3,4,0,26,326.0,21,2020-04-01
2020-04-02,B6,WN,9584,82604,ORD,50474,ORD,2001,0310,273,2.0,2.0,0,15.0,15.0,1,0,0,,1,2,3,1,9,36.0,20,2020-04-02
2020-04-26,WN,HA,810,86978,LAX,64570,DEN,0443,0903,758,2.0,2.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,114.0,4,2020-04-26
2020-04-28,B6,G4,4863,44785,ATL,44834,LAX,2305,1439,2098,7.0,7.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,277.0,23,2020-04-28
2020-04-18,B6,AS,3489,36621,MCO,12087,ATL,0137,0140,805,13.0,13.0,0,20.0,20.0,1,0,0,,1,4,5,1,9,100.0,1,2020-04-18
2020-04-22,HA,AA,8662,85238,ATL,50162,DFW,0619,1631,1514,6.0,6.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,173.0,6,2020-04-22
2020-04-05,WN,HA,7006,44618,LAX,73597,JFK,1456,0032,1628,6.0,6.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,207.0,14,2020-04-05
2020-04-12,G4,NK,2299,12628,SEA,33158,JFK,1528,1231,662,9.0,9.0,0,-17.0,0.0,0,0,0,,0,0,0,0,0,79.0,15,2020-04-12
2020-04-10,HA,F9,9818,14531,SFO,86245,DEN,0032,0935,2538,4.0,4.0,0,17.0,17.0,1,0,0,,1,0,0,0,15,309.0,0,2020-04-10
2020-04-24,UA,F9,1588,81145,SEA,81686,BOS,1738,2134,659,21.0,21.0,1,24.0,24.0,1,0,0,,8,6,3,1,5,96.0,17,2020-04-24
2020-04-08,UA,NK,2559,71511,LAX,19163,SEA,1501,2204,900,17.0,17.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,120.0,15,2020-04-08
2020-04-16,NK,AA,7830,47574,LAS,27766,LAX,0347,1843,1538,19.0,19.0,1,31.0,31.0,1,0,0,,9,8,0,1,12,194.0,3,2020-04-16
2020-04-07,G4,F9,7501,21679,SEA,50006,LAX,0123,2323,831,8.0,8.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,92.0,1,2020-04-07
2020-04-10,WN,HA,8246,33347,JFK,13295,SFO,1717,0730,1120,0.0,0.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,132.0,17,2020-04-10
2020-04-24,NK,AS,8775,87099,DEN,66203,MCO,1142,1223,1568,2.0,2.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,187.0,11,2020-04-24
2020-04-03,G4,G4,1841,68132,DEN,54223,DFW,0232,1424,2792,32.0,32.0,1,32.0,32.0,1,0,0,,11,1,0,1,18,338.0,2,2020-04-03
2020-04-29,F9,NK,5541,89313,DEN,21763,DFW,1314,1111,401,8.0,8.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,52.0,13,2020-04-29
2020-04-01,AA,WN,109,68559,ORD,12438,JFK,0035,1021,741,13.0,13.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,96.0,0,2020-04-01
2020-04-03,F9,AA,8347,38552,JFK,56345,LAX,0130,2131,1552,4.0,4.0,0,28.0,28.0,1,0,0,,8,4,5,1,10,183.0,1,2020-04-03
2020-04-01,G4,AA,887,21144,JFK,12263,ATL,0916,1227,221,1.0,1.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,34.0,9,2020-04-01
2020-04-06,AA,NK,6146,95951,LAX,35034,JFK,0553,2041,2340,16.0,16.0,1,34.0,34.0,1,0,0,,12,7,6,0,8,307.0,5,2020-04-06
2020-04-23,AS,HA,6984,25993,SEA,36621,MIA,1220,1815,2269,20.0,20.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,278.0,12,2020-04-23
2020-04-10,WN,WN,910,32871,SFO,94454,JFK,1543,1829,1860,19.0,19.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,226.0,15,2020-04-10
2020-04-19,G4,NK,7798,57522,LAX,34944,JFK,0507,1157,2253,4.0,4.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,279.0,5,2020-04-19
2020-04-01,B6,DL,9285,67313,MCO,39739,DEN,0121,2316,2166,14.0,14.0,0,16.0,16.0,1,0,0,,1,4,1,0,11,284.0,1,2020-04-01
2020-04-06,WN,AS,6072,56732,ORD,93582,SEA,0209,2018,241,14.0,14.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,26.0,2,2020-04-06
2020-04-05,WN,UA,1176,73631,JFK,53675,ATL,1041,0120,2269,9.0,9.0,0,-11.0,0.0,0,0,0,,0,0,0,0,0,271.0,10,2020-04-05
2020-04-01,AA,G4,2188,76384,MCO,39105,DEN,2210,1911,1415,23.0,23.0,1,32.0,32.0,1,0,0,,12,0,6,0,14,167.0,22,2020-04-01
2020-04-22,AA,AS,6591,72717,ORD,98382,SEA,2030,0905,1817,18.0,18.0,1,2.0,2.0,0,0,0,,0,0,0,0,0,228.0,20,2020-04-22
2020-04-07,F9,AA,7592,36941,SEA,20990,JFK,1354,1341,165,12.0,12.0,0,41.0,41.0,1,0,0,,16,1,8,2,15,5.0,13,2020-04-07
2020-04-07,F9,NK,1880,68524,DFW,52563,ORD,1016,2345,2745,17.0,17.0,1,20.0,20.0,1,0,0,,7,0,4,0,9,353.0,10,2020-04-07
2020-04-06,F9,HA,1231,59369,SFO,80747,JFK,2351,0031,2590,26.0,26.0,1,31.0,31.0,1,0,0,,1,1,4,1,24,326.0,23,2020-04-06
2020-04-01,NK,AA,3189,62159,ORD,74088,SEA,1537,0854,2180,2.0,2.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,265.0,15,2020-04-01
2020-04-27,G4,AS,9868,68664,LAS,69401,MIA,0821,1047,1209,45.0,45.0,1,61.0,61.0,1,0,0,,20,2,17,2,20,145.0,8,2020-04-27
2020-04-26,AS,AS,1548,89382,SFO,61700,LAS,1838,1203,2791,21.0,21.0,1,12.0,12.0,0,0,0,,0,0,0,0,0,356.0,18,2020-04-26
2020-04-12,AS,UA,4908,31944,SFO,43882,SFO,2039,1754,1825,8.0,8.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,221.0,20,2020-04-12
2020-04-02,HA,AA,2022,85585,ORD,61149,ATL,2111,0404,2433,24.0,24.0,1,14.0,14.0,0,0,0,,0,0,0,0,0,298.0,21,2020-04-02
2020-04-03,F9,G4,9317,72483,LAS,60454,SFO,2129,1349,1538,3.0,3.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,191.0,21,2020-04-03
2020-04-01,UA,DL,4849,15789,LAS,75382,SFO,1238,1206,760,5.0,5.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,98.0,12,2020-04-01
2020-04-22,NK,HA,3360,76344,ATL,85601,DFW,0712,2318,965,17.0,17.0,1,21.0,21.0,1,0,0,,5,3,2,0,10,127.0,7,2020-04-22
2020-04-28,NK,B6,5074,50311,JFK,16976,BOS,0647,0350,1843,5.0,5.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,226.0,6,2020-04-28
2020-04-05,NK,AS,9771,10938,DEN,87348,LAS,2348,1244,2957,40.0,40.0,1,32.0,32.0,1,0,0,,6,0,3,0,23,364.0,23,2020-04-05
2020-04-10,AS,WN,7246,50459,MCO,60081,ATL,1324,1136,763,4.0,4.0,0,-15.0,0.0,0,0,0,,0,0,0,0,0,88.0,13,2020-04-10
2020-04-19,AA,NK,1821,33271,JFK,72781,BOS,1951,2106,2131,3.0,3.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,280.0,19,2020-04-19
2020-04-07,DL,NK,4147,12882,SFO,97691,SEA,2016,2223,1331,8.0,8.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,180.0,20,2020-04-07
2020-04-02,UA,F9,5836,40453,LAX,28466,JFK,0037,0135,1441,38.0,38.0,1,43.0,43.0,1,0,0,,0,11,1,2,29,187.0,0,2020-04-02
2020-04-04,F9,HA,6589,33244,SFO,56552,SFO,1720,2016,2249,9.0,9.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,287.0,17,2020-04-04
2020-04-17,F9,DL,3540,71364,DEN,34680,MCO,0415,1024,2439,21.0,21.0,1,2.0,2.0,0,0,0,,0,0,0,0,0,311.0,4,2020-04-17
2020-04-21,UA,B6,179,67419,MCO,49756,BOS,2351,0607,2908,36.0,36.0,1,48.0,48.0,1,0,0,,6,12,9,2,20,361.0,23,2020-04-21
2020-04-25,WN,HA,599,61270,DEN,53493,DFW,1917,1340,731,14.0,14.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,91.0,19,2020-04-25
2020-04-09,G4,AA,9653,19457,ATL,61539,LAS,2056,2040,992,14.0,14.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,118.0,20,2020-04-09
2020-04-27,HA,F9,175,67360,MCO,76474,SFO,1549,2053,1411,9.0,9.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,190.0,15,2020-04-27
2020-04-17,B6,UA,912,92175,ORD,24574,DEN,1136,1131,579,2.0,2.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,74.0,11,2020-04-17
2020-04-02,AA,F9,2682,64879,LAX,77698,JFK,1748,0536,2400,16.0,16.0,1,33.0,33.0,1,0,0,,10,8,3,1,12,306.0,17,2020-04-02
2020-04-27,F9,B6,3424,76751,SEA,49767,BOS,1855,1233,2183,3.0,3.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,278.0,18,2020-04-27
2020-04-22,AA,B6,210,12396,ATL,15932,JFK,1012,1308,2555,11.0,11.0,0,18.0,18.0,1,0,0,,2,2,4,1,10,331.0,10,2020-04-22
2020-04-13,WN,AA,3991,34813,SFO,80249,LAS,1750,2007,1034,3.0,3.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,116.0,17,2020-04-13
2020-04-15,HA,HA,1213,76913,DEN,14003,MIA,2036,1658,1727,29.0,29.0,1,22.0,22.0,1,0,0,,6,3,3,0,10,213.0,20,2020-04-15
2020-04-02,B6,DL,4082,25537,DEN,93288,LAX,1621,1531,2192,18.0,18.0,1,21.0,21.0,1,0,0,,3,2,6,1,9,262.0,16,2020-04-02
2020-04-14,B6,AA,5858,15075,JFK,77962,JFK,1856,1801,2140,31.0,31.0,1,24.0,24.0,1,0,0,,0,4,2,0,17,260.0,18,2020-04-14
2020-04-06,NK,WN,5262,53190,LAS,59816,ATL,0806,1546,1331,6.0,6.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,179.0,8,2020-04-06
2020-04-03,AA,F9,9255,40508,JFK,51382,LAX,1609,0559,771,17.0,17.0,1,33.0,33.0,1,0,0,,10,9,2,0,12,74.0,16,2020-04-03
2020-04-02,WN,HA,4803,70069,ORD,95789,LAX,0024,1849,669,10.0,10.0,0,-10.0,0.0,0,0,0,,0,0,0,0,0,92.0,0,2020-04-02
2020-04-06,AS,B6,5115,32384,ATL,23383,LAX,2147,0340,1999,4.0,4.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,252.0,21,2020-04-06
2020-04-08,AA,G4,2821,95241,LAX,72581,LAS,0317,0545,827,9.0,9.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,99.0,3,2020-04-08
2020-04-25,AA,G4,1308,59296,ORD,50298,DFW,1648,0019,247,21.0,21.0,1,27.0,27.0,1,0,0,,2,7,5,1,12,24.0,16,2020-04-25
2020-04-17,B6,HA,4154,74661,DEN,73345,JFK,1542,0952,1120,1.0,1.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,151.0,15,2020-04-17
2020-04-15,NK,WN,1456,42321,MCO,55223,LAS,2222,0052,2631,8.0,8.0,0,19.0,19.0,1,0,0,,2,5,2,0,10,317.0,22,2020-04-15
2020-04-19,NK,DL,3873,68209,DEN,81810,MIA,0439,0159,623,5.0,5.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,81.0,4,2020-04-19
2020-04-23,NK,G4,5320,23749,ORD,59413,MIA,1717,0252,2043,2.0,2.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,238.0,17,2020-04-23
2020-04-28,G4,NK,512,39572,DFW,35962,DFW,1750,0910,2323,3.0,3.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,297.0,17,2020-04-28
2020-04-09,AS,G4,7223,12973,MCO,27359,JFK,0333,1455,1345,40.0,40.0,1,24.0,24.0,1,0,0,,1,3,6,0,15,169.0,3,2020-04-09
2020-04-17,B6,G4,967,23152,ORD,27561,LAS,1954,0834,1185,10.0,10.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,162.0,19,2020-04-17
2020-04-30,DL,DL,5341,88996,DFW,60088,ATL,0752,0622,912,0.0,0.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,113.0,7,2020-04-30
2020-04-06,F9,WN,4548,72424,LAS,60652,DFW,0734,0943,1625,4.0,4.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,218.0,7,2020-04-06
2020-04-15,WN,F9,6391,84153,SEA,42217,SEA,1328,2313,1398,26.0,26.0,1,30.0,30.0,1,0,0,,3,7,7,1,13,180.0,13,2020-04-15
2020-04-12,UA,G4,4080,71347,DFW,44797,LAS,0052,0551,2179,1.0,1.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,273.0,0,2020-04-12
2020-04-14,AA,DL,1731,15213,SFO,98029,MCO,1432,0349,2608,3.0,3.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,337.0,14,2020-04-14
2020-04-18,F9,AA,7197,52142,ORD,59088,MCO,0730,0127,1940,25.0,25.0,1,20.0,20.0,1,0,0,,4,2,1,1,13,230.0,7,2020-04-18
2020-04-03,NK,AS,9149,41259,DEN,96307,DFW,1318,0742,2523,0.0,0.0,0,-12.0,0.0,0,0,0,,0,0,0,0,0,324.0,13,2020-04-03
2020-04-29,HA,AS,480,12750,DEN,82444,LAX,1211,2322,1725,35.0,35.0,1,36.0,36.0,1,0,0,,5,1,1,0,29,207.0,12,2020-04-29
2020-04-23,AS,DL,8958,71167,MCO,54512,DFW,0514,1532,2183,11.0,11.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,257.0,5,2020-04-23
2020-04-20,G4,DL,927,79528,DEN,37223,BOS,0614,1210,1437,16.0,16.0,1,38.0,38.0,1,0,0,,2,3,9,0,25,189.0,6,2020-04-20
2020-04-20,HA,G4,7968,68118,DEN,97202,JFK,0815,1854,1914,2.0,2.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,249.0,8,2020-04-20
2020-04-16,G4,F9,3457,93598,ORD,67397,MIA,0125,1434,986,9.0,9.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,131.0,1,2020-04-16
2020-04-30,G4,WN,4182,41416,LAX,62524,DEN,1155,1841,2384,11.0,11.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,301.0,11,2020-04-30
2020-04-07,WN,F9,2036,49840,SEA,49049,BOS,1330,0719,1503,2.0,2.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,185.0,13,2020-04-07
2020-04-17,B6,DL,1224,63447,LAS,89159,SFO,0416,0104,1955,13.0,13.0,0,15.0,15.0,1,0,0,,3,4,4,1,3,256.0,4,2020-04-17
2020-04-13,HA,B6,1419,77820,SEA,18419,DEN,2159,1845,2928,24.0,24.0,1,24.0,24.0,1,0,0,,5,2,2,1,14,375.0,21,2020-04-13
