FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-11-17,G4,B6,6536,34377,SFO,75420,LAS,1120,1226,109,53.0,53.0,1,54.0,54.0,1,0,0,,20,15,6,1,12,24.0,11,2020-11-17
2020-11-18,F9,NK,5780,11445,DEN,86813,JFK,0245,1539,1206,39.0,39.0,1,35.0,35.0,1,0,0,,12,7,2,1,13,139.0,2,2020-11-18
2020-11-08,HA,B6,9517,98766,DEN,72892,JFK,0024,1248,704,7.0,7.0,0,-20.0,0.0,0,0,0,,0,0,0,0,0,101.0,0,2020-11-08
2020-11-20,F9,AA,3087,90896,DFW,72078,ATL,2106,0224,2708,47.0,47.0,1,21.0,21.0,1,0,0,,1,6,3,0,11,321.0,21,2020-11-20
2020-11-05,AS,HA,3915,60031,ORD,61841,BOS,0634,2114,2603,20.0,20.0,1,15.0,15.0,1,0,0,,6,2,2,0,4,321.0,6,2020-11-05
2020-11-30,F9,DL,4825,44366,SFO,63718,MIA,2130,1214,790,11.0,11.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,110.0,21,2020-11-30
2020-11-01,DL,DL,775,75629,DEN,33094,ORD,0520,0752,1440,4.0,4.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,175.0,5,2020-11-01
2020-11-02,F9,DL,7154,78628,SFO,56065,SFO,1233,1659,1530,20.0,20.0,1,10.0,10.0,0,0,0,,0,0,0,0,0,187.0,12,2020-11-02
2020-11-12,AA,B6,325,38847,SFO,19593,ATL,1717,0214,2170,43.0,43.0,1,31.0,31.0,1,0,0,,2,3,2,1,24,278.0,17,2020-11-12
2020-11-27,UA,AA,6449,87945,SEA,70594,SFO,0527,0937,311,4.0,4.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,45.0,5,2020-11-27
2020-11-07,WN,B6,7610,29960,DEN,57480,DEN,1421,2305,2793,20.0,20.0,1,8.0,8.0,0,0,0,,0,0,0,0,0,364.0,14,2020-11-07
2020-11-04,DL,UA,3745,89905,SEA,94539,ORD,0425,1544,1765,12.0,12.0,0,36.0,36.0,1,0,0,,2,1,9,1,23,211.0,4,2020-11-04
2020-11-01,F9,B6,4009,66307,SFO,43077,LAS,2130,2028,1745,21.0,21.0,1,17.0,17.0,1,0,0,,1,3,2,0,11,210.0,21,2020-11-01
2020-11-18,UA,DL,255,33042,SFO,98753,DEN,0102,1813,776,2.0,2.0,0,-8.0,0.0,0,0,0,,0,0,0,0,0,103.0,1,2020-11-18
2020-11-02,AA,NK,2105,32466,DFW,69454,ORD,2006,1119,2407,24.0,24.0,1,16.0,16.0,1,0,0,,1,0,1,0,13,289.0,20,2020-11-02
2020-11-10,NK,HA,7631,90495,ORD,76203,BOS,0359,0128,1690,18.0,18.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,219.0,3,2020-11-10
2020-11-15,DL,UA,9671,69586,ORD,18760,MIA,2106,0641,1716,11.0,11.0,0,22.0,22.0,1,0,0,,5,6,3,1,8,214.0,21,2020-11-15
2020-11-02,UA,DL,4502,12084,SEA,28125,DFW,2324,1532,1250,11.0,11.0,0,-18.0,0.0,0,0,0,,0,0,0,0,0,142.0,23,2020-11-02
2020-11-30,HA,WN,6186,14848,LAX,97970,MIA,0251,1351,1276,32.0,32.0,1,19.0,19.0,1,0,0,,1,2,0,1,15,158.0,2,2020-11-30
2020-11-21,NK,UA,7538,71188,DFW,71563,ORD,0022,0611,775,39.0,39.0,1,52.0,52.0,1,0,0,,16,10,13,0,12,95.0,0,2020-11-21
2020-11-12,DL,HA,7027,87217,SFO,67991,DEN,1324,0007,1712,2.0,2.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,205.0,13,2020-11-12
2020-11-13,B6,B6,1030,41142,DEN,38054,DEN,0611,1652,1577,24.0,24.0,1,37.0,37.0,1,0,0,,5,2,9,0,20,193.0,6,2020-11-13
2020-11-10,DL,AS,3186,44129,ATL,56485,ATL,0602,1510,2454,19.0,19.0,1,29.0,29.0,1,0,0,,7,7,9,1,5,300.0,6,2020-11-10
2020-11-16,NK,B6,5807,21082,JFK,68590,MCO,0250,0457,2550,9.0,9.0,0,30.0,30.0,1,0,0,,9,4,9,1,8,314.0,2,2020-11-16
2020-11-01,B6,AS,2315,32272,SFO,17478,DEN,2031,0055,2556,51.0,51.0,1,57.0,57.0,1,0,0,,9,13,14,1,20,328.0,20,2020-11-01
2020-11-25,AA,DL,5810,85783,DEN,88805,SFO,1707,0045,1084,38.0,38.0,1,33.0,33.0,1,0,0,,1,7,3,1,22,139.0,17,2020-11-25
2020-11-05,AA,WN,6718,70570,ORD,35481,DEN,1054,0145,2969,33.0,33.0,1,33.0,33.0,1,0,0,,11,9,0,1,13,381.0,10,2020-11-05
2020-11-09,AS,B6,2599,73406,MCO,23789,ORD,1322,0444,401,11.0,11.0,0,26.0,26.0,1,0,0,,7,6,1,0,12,64.0,13,2020-11-09
2020-11-16,F9,AS,3476,82787,SFO,25771,MCO,1811,0937,2687,,,0,,,0,1,0,B,0,0,0,0,0,,18,2020-11-16
2020-11-03,AA,B6,4983,65639,MCO,19439,JFK,1737,2205,1591,23.0,23.0,1,20.0,20.0,1,0,0,,5,0,1,1,13,208.0,17,2020-11-03
2020-11-01,AA,NK,9206,79381,ORD,31089,JFK,2331,0917,893,5.0,5.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,110.0,23,2020-11-01
2020-11-10,AS,WN,5243,99746,LAX,75873,SEA,1155,1342,2947,9.0,9.0,0,32.0,32.0,1,0,0,,0,7,3,1,20,375.0,11,2020-11-10
2020-11-14,WN,AA,6439,22246,SFO,45074,SEA,1822,0745,1171,23.0,23.0,1,26.0,26.0,1,0,0,,4,7,5,1,9,139.0,18,2020-11-14
2020-11-02,UA,F9,4545,30593,JFK,61976,SFO,2029,1619,2914,9.0,9.0,0,23.0,23.0,1,0,0,,7,6,3,0,7,351.0,20,2020-11-02
2020-11-20,AS,F9,389,26728,ORD,32255,BOS,1722,1035,1917,1.0,1.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,243.0,17,2020-11-20
2020-11-02,AS,AA,1024,70780,DEN,90293,LAX,0418,0200,225,4.0,4.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,26.0,4,2020-11-02
2020-11-04,AS,AS,6828,77349,LAS,46578,LAX,0046,1815,1089,20.0,20.0,1,34.0,34.0,1,0,0,,4,9,1,1,19,136.0,0,2020-11-04
2020-11-11,DL,F9,7189,49941,DFW,33524,ORD,0722,1104,2250,33.0,33.0,1,52.0,52.0,1,0,0,,1,7,4,2,39,270.0,7,2020-11-11
2020-11-02,AA,AS,1375,80781,DEN,21316,DFW,2243,0704,2893,2.0,2.0,0,0.0,0.0,0,0,0,,0,0,0,0,0,374.0,22,2020-11-02
2020-11-01,AS,B6,9027,13070,LAS,83492,DFW,2241,1819,1225,2.0,2.0,0,,,0,0,1,,0,0,0,0,0,144.0,22,2020-11-01
2020-11-28,F9,G4,3719,89217,DEN,86088,DEN,1308,0329,1464,68.0,68.0,1,71.0,71.0,1,0,0,,23,13,11,0,23,181.0,13,2020-11-28
2020-11-16,B6,HA,6602,12964,DEN,87337,DFW,0802,0735,1699,25.0,25.0,1,34.0,34.0,1,0,0,,9,8,9,2,6,203.0,8,2020-11-16
2020-11-07,AA,NK,3954,66208,JFK,66941,MIA,1938,1059,1122,32.0,32.0,1,41.0,41.0,1,0,0,,9,1,11,2,18,129.0,19,2020-11-07
2020-11-11,WN,NK,5737,49189,MCO,80729,LAX,1923,2228,2014,1.0,1.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,244.0,19,2020-11-11
2020-11-27,F9,F9,2726,13265,SEA,29038,DEN,1458,1512,2078,23.0,23.0,1,16.0,16.0,1,0,0,,5,0,3,0,8,270.0,14,2020-11-27
2020-11-01,AS,WN,189,99822,DEN,42625,LAS,0628,0533,531,17.0,17.0,1,33.0,33.0,1,0,0,,0,4,9,0,19,52.0,6,2020-11-01
2020-11-12,NK,HA,8295,17655,SEA,89732,LAX,1944,1102,599,28.0,28.0,1,23.0,23.0,1,0,0,,8,2,2,1,9,81.0,19,2020-11-12
2020-11-15,AA,HA,4775,80582,DEN,29438,LAX,1338,1558,789,26.0,26.0,1,13.0,13.0,0,0,0,,0,0,0,0,0,101.0,13,2020-11-15
2020-11-12,AS,HA,7248,65353,MCO,62355,DFW,0051,1502,1425,24.0,24.0,1,17.0,17.0,1,0,0,,3,5,4,1,5,182.0,0,2020-11-12
2020-11-18,DL,B6,3971,67315,DEN,87618,LAX,0431,2151,257,42.0,42.0,1,24.0,24.0,1,0,0,,5,5,4,1,9,24.0,4,2020-11-18
2020-11-23,NK,AS,1147,87029,DFW,33793,SFO,0713,0514,2173,32.0,32.0,1,35.0,35.0,1,0,0,,13,5,1,1,15,284.0,7,2020-11-23
2020-11-14,B6,HA,535,84284,ATL,61696,MCO,0203,1051,2489,26.0,26.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,311.0,2,2020-11-14
2020-11-19,AA,F9,6176,73754,LAS,83094,DFW,0558,1443,2366,27.0,27.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,291.0,5,2020-11-19
2020-11-14,G4,AA,5906,37874,LAS,35832,SEA,0018,0313,1148,0.0,0.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,150.0,0,2020-11-14
2020-11-20,WN,AS,354,51208,ORD,54789,BOS,1932,0622,222,12.0,12.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,34.0,19,2020-11-20
2020-11-01,NK,UA,9345,51893,LAX,67447,DFW,0506,0632,123,2.0,2.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,26.0,5,2020-11-01
2020-11-15,G4,DL,2601,50556,ATL,79425,LAX,0002,0032,1860,7.0,7.0,0,-9.0,0.0,0,0,0,,0,0,0,0,0,242.0,0,2020-11-15
2020-11-08,B6,NK,2857,58155,ORD,98517,DFW,1044,2309,260,5.0,5.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,32.0,10,2020-11-08
2020-11-15,UA,B6,4093,74834,ATL,60383,DEN,2229,1149,1100,72.0,72.0,1,75.0,75.0,1,0,0,,17,10,1,0,47,137.0,22,2020-11-15
2020-11-26,WN,F9,2742,85934,LAX,62902,DEN,1333,1218,1247,21.0,21.0,1,23.0,23.0,1,0,0,,3,7,4,1,9,152.0,13,2020-11-26
2020-11-12,WN,AA,6918,61766,DEN,15404,JFK,0633,2345,500,25.0,25.0,1,20.0,20.0,1,0,0,,1,2,2,0,14,47.0,6,2020-11-12
2020-11-22,HA,G4,7726,98990,DFW,77564,BOS,2233,2330,1818,5.0,5.0,0,19.0,19.0,1,0,0,,5,4,4,1,5,223.0,22,2020-11-22
2020-11-05,AS,B6,563,40698,MCO,81627,ORD,0831,0237,834,24.0,24.0,1,27.0,27.0,1,0,0,,3,6,5,1,11,111.0,8,2020-11-05
2020-11-07,F9,F9,1140,56964,JFK,30344,DEN,0618,1942,2360,39.0,39.0,1,46.0,46.0,1,0,0,,11,6,3,1,24,284.0,6,2020-11-07
2020-11-24,F9,NK,3768,33121,LAX,73607,LAX,2258,0619,2545,13.0,13.0,0,17.0,17.0,1,0,0,,2,0,3,0,11,307.0,22,2020-11-24
2020-11-03,G4,G4,1309,73323,SEA,65283,ORD,1747,0202,322,22.0,22.0,1,23.0,23.0,1,0,0,,7,3,3,1,10,52.0,17,2020-11-03
2020-11-15,B6,DL,4199,41509,MCO,19377,DFW,1851,1239,1927,38.0,38.0,1,39.0,39.0,1,0,0,,7,0,7,2,22,249.0,18,2020-11-15
2020-11-25,B6,NK,469,53180,DFW,51102,DFW,2247,1216,1190,8.0,8.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,150.0,22,2020-11-25
2020-11-01,G4,WN,376,44966,DEN,25329,DEN,1534,0134,2669,11.0,11.0,0,15.0,15.0,1,0,0,,4,1,1,0,8,322.0,15,2020-11-01
2020-11-05,AA,AS,3326,92716,MCO,11644,MIA,0941,1417,904,22.0,22.0,1,2.0,2.0,0,0,0,,0,0,0,0,0,131.0,9,2020-11-05
2020-11-28,WN,WN,6333,13543,DEN,38818,LAS,1259,1838,2211,12.0,12.0,0,25.0,25.0,1,0,0,,1,3,6,1,14,286.0,12,2020-11-28
2020-11-25,G4,HA,1643,87042,LAS,51217,LAS,1414,0343,173,23.0,23.0,1,18.0,18.0,1,0,0,,6,2,4,0,6,21.0,14,2020-11-25
2020-11-15,DL,F9,4673,89443,SEA,42460,MCO,0922,0432,2260,4.0,4.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,276.0,9,2020-11-15
2020-11-22,DL,DL,3138,28701,MCO,68064,LAX,0401,2320,1257,14.0,14.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,156.0,4,2020-11-22
2020-11-10,G4,AA,8654,85945,LAS,79978,SEA,0310,2158,479,13.0,13.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,71.0,3,2020-11-10
2020-11-27,HA,G4,399,77590,DFW,67474,LAS,0450,2204,1566,48.0,48.0,1,43.0,43.0,1,0,0,,7,11,0,0,24,181.0,4,2020-11-27
2020-11-30,AS,NK,1610,29941,LAX,77324,LAX,1722,1835,1987,7.0,7.0,0,21.0,21.0,1,0,0,,3,1,6,1,11,244.0,17,2020-11-30
2020-11-20,DL,HA,3131,87902,SEA,19278,DEN,1548,1810,2143,2.0,2.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,269.0,15,2020-11-20
2020-11-06,NK,UA,9565,53665,SFO,61830,ORD,0403,1327,1462,5.0,5.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,177.0,4,2020-11-06
2020-11-03,AS,G4,2271,98215,JFK,88299,LAX,1601,0001,2416,33.0,33.0,1,47.0,47.0,1,0,0,,13,1,2,2,30,298.0,16,2020-11-03
2020-11-07,HA,NK,6990,10058,JFK,88588,DFW,2247,0044,2789,1.0,1.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,363.0,22,2020-11-07
2020-11-12,NK,DL,8340,78903,MCO,42959,MCO,0107,0758,1606,4.0,4.0,0,-16.0,0.0,0,0,0,,0,0,0,0,0,199.0,1,2020-11-12
2020-11-18,DL,UA,3802,93526,DEN,34937,MIA,0938,2229,2176,1.0,1.0,0,,,0,0,1,,0,0,0,0,0,276.0,9,2020-11-18
2020-11-10,NK,F9,3009,83123,JFK,66767,ATL,2050,0935,1375,1.0,1.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,157.0,20,2020-11-10
2020-11-14,DL,HA,7734,72785,ORD,73321,MIA,1417,0246,2343,18.0,18.0,1,28.0,28.0,1,0,0,,11,2,5,1,9,294.0,14,2020-11-14
2020-11-09,B6,NK,8068,62082,MCO,53189,BOS,2116,1931,1176,10.0,10.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,150.0,21,2020-11-09
2020-11-14,G4,F9,7199,14825,ORD,91524,ATL,0911,1319,2795,6.0,6.0,0,23.0,23.0,1,0,0,,6,5,6,0,5,353.0,9,2020-11-14
2020-11-01,G4,AS,6407,28762,SEA,59771,MCO,0839,1350,181,20.0,20.0,1,29.0,29.0,1,0,0,,0,8,2,0,18,43.0,8,2020-11-01
2020-11-23,WN,AS,4687,61015,ATL,21210,ATL,2209,0159,481,7.0,7.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,56.0,22,2020-11-23
2020-11-03,WN,AS,2493,51995,MCO,43139,MIA,1151,0826,516,25.0,25.0,1,18.0,18.0,1,0,0,,7,3,3,1,4,51.0,11,2020-11-03
2020-11-03,AA,NK,352,11499,DEN,71956,ORD,1444,1458,885,21.0,21.0,1,31.0,31.0,1,0,0,,8,6,4,0,12,126.0,14,2020-11-03
2020-11-09,G4,DL,256,99914,JFK,50951,ATL,0141,0315,1058,9.0,9.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,141.0,1,2020-11-09
2020-11-13,UA,WN,2601,44368,JFK,43082,SEA,1525,0526,2430,129.0,129.0,1,138.0,138.0,1,0,0,,40,4,36,7,52,284.0,15,2020-11-13
2020-11-21,DL,F9,2941,78721,LAX,90394,LAS,0302,0942,2784,5.0,5.0,0,15.0,15.0,1,0,0,,0,4,3,0,8,345.0,3,2020-11-21
2020-11-11,AS,WN,4436,70620,MCO,28399,LAS,1132,1403,1840,3.0,3.0,0,-16.0,0.0,0,0,0,,0,0,0,0,0,209.0,11,2020-11-11
2020-11-09,UA,HA,4085,40412,SEA,34648,BOS,2300,1004,2104,32.0,32.0,1,20.0,20.0,1,0,0,,1,0,5,0,14,258.0,23,2020-11-09
2020-11-23,B6,AA,2398,38606,JFK,28512,BOS,2118,1036,580,,,0,,,0,1,0,A,0,0,0,0,0,,21,2020-11-23
2020-11-04,WN,UA,7237,35285,ATL,19789,BOS,1121,0024,1161,49.0,49.0,1,39.0,39.0,1,0,0,,1,2,5,1,30,129.0,11,2020-11-04
2020-11-14,F9,AS,8957,13922,DEN,67633,SFO,1811,2345,1905,2.0,2.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,235.0,18,2020-11-14
2020-11-19,WN,NK,5553,56188,DEN,64784,JFK,0253,1154,341,5.0,5.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,30.0,2,2020-11-19
2020-11-01,DL,AS,8519,54059,LAX,46677,DEN,0311,0909,703,12.0,12.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,96.0,3,2020-11-01
2020-11-16,AS,NK,7821,55994,SEA,12970,SEA,1848,1624,561,56.0,56.0,1,65.0,65.0,1,0,0,,12,17,1,2,32,75.0,18,2020-11-16
2020-11-13,F9,DL,1223,78377,LAX,64388,DFW,1045,1023,2468,5.0,5.0,0,25.0,25.0,1,0,0,,7,5,4,0,9,314.0,10,2020-11-13
2020-11-30,UA,AS,6621,82104,MCO,63297,DFW,2117,0744,2449,2.0,2.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,303.0,21,2020-11-30
2020-11-08,UA,G4,6005,34218,MCO,14975,DFW,0224,2045,2224,69.0,69.0,1,70.0,70.0,1,0,0,,3,0,21,2,44,262.0,2,2020-11-08
2020-11-23,F9,UA,8289,60473,DFW,31218,ATL,0520,1103,1087,3.0,3.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,138.0,5,2020-11-23
2020-11-17,G4,HA,2298,79220,LAS,10851,BOS,1715,0626,708,15.0,15.0,1,10.0,10.0,0,0,0,,0,0,0,0,0,85.0,17,2020-11-17
2020-11-23,AS,HA,8996,27859,LAS,41360,LAS,1731,1642,2021,18.0,18.0,1,23.0,23.0,1,0,0,,1,1,4,0,17,236.0,17,2020-11-23
2020-11-03,AA,NK,5515,56197,LAS,82641,DFW,1441,0844,1025,9.0,9.0,0,-0.0,0.0,0,0,0,,0,0,0,0,0,113.0,14,2020-11-03
2020-11-19,B6,NK,5001,19666,SFO,32002,LAX,0728,2128,1951,27.0,27.0,1,47.0,47.0,1,0,0,,8,6,1,1,31,250.0,7,2020-11-19
2020-11-18,AA,UA,1827,66394,DEN,88332,LAS,0152,2135,2271,11.0,11.0,0,18.0,18.0,1,0,0,,0,4,2,0,12,272.0,1,2020-11-18
2020-11-28,G4,AA,9515,72055,LAS,33307,MCO,2056,0238,1878,1.0,1.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,230.0,20,2020-11-28
2020-11-24,UA,UA,991,42264,SEA,65690,JFK,0856,1100,1821,5.0,5.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,233.0,8,2020-11-24
2020-11-06,HA,WN,6096,52303,DEN,16669,DFW,1924,1002,2880,9.0,9.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,350.0,19,2020-11-06
2020-11-07,F9,AS,6142,33656,LAX,47206,ATL,0706,0702,1949,123.0,123.0,1,115.0,115.0,1,0,0,,36,25,33,4,18,232.0,7,2020-11-07
2020-11-08,AA,B6,3263,59077,ORD,82480,LAS,1749,2224,2820,11.0,11.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,345.0,17,2020-11-08
2020-11-13,NK,B6,9842,91065,LAS,91922,LAX,0141,2135,1099,10.0,10.0,0,21.0,21.0,1,0,0,,7,0,5,0,9,123.0,1,2020-11-13
2020-11-07,F9,HA,9589,58239,SFO,25576,DFW,0113,1140,1873,6.0,6.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,219.0,1,2020-11-07
2020-11-13,HA,AA,4481,97955,SFO,42541,ATL,1943,2326,268,26.0,26.0,1,25.0,25.0,1,0,0,,5,5,6,1,8,54.0,19,2020-11-13
2020-11-13,WN,B6,551,11012,ATL,43565,BOS,0539,2117,824,14.0,14.0,0,20.0,20.0,1,0,0,,3,4,4,0,9,96.0,5,2020-11-13
2020-11-25,NK,UA,9958,40668,DFW,24385,ATL,1506,0329,2714,7.0,7.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,349.0,15,2020-11-25
2020-11-27,B6,NK,6757,98668,SEA,23769,LAX,1953,1143,2221,5.0,5.0,0,26.0,26.0,1,0,0,,7,6,5,1,7,294.0,19,2020-11-27
2020-11-16,B6,NK,724,62170,LAS,36037,ATL,1559,0953,797,11.0,11.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,93.0,15,2020-11-16
2020-11-18,DL,AS,342,64713,LAS,83071,LAX,1745,1028,924,5.0,5.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,118.0,17,2020-11-18
2020-11-06,UA,AA,8798,37894,LAS,37833,MCO,1018,2359,260,4.0,4.0,0,14.0,14.0,0,0,0,,0,0,0,0,0,42.0,10,2020-11-06
2020-11-09,B6,AA,2289,37268,LAS,73075,DEN,0427,1623,1333,5.0,5.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,176.0,4,2020-11-09
2020-11-23,F9,B6,7226,20262,MCO,83972,BOS,1932,0304,924,27.0,27.0,1,25.0,25.0,1,0,0,,2,5,1,1,16,117.0,19,2020-11-23
2020-11-19,NK,AA,1427,31748,LAX,78182,DEN,0719,0216,2361,,,0,,,0,1,0,B,0,0,0,0,0,,7,2020-11-19
2020-11-13,AS,UA,9679,46650,DFW,11959,SEA,1727,0531,1250,2.0,2.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,151.0,17,2020-11-13
2020-11-24,F9,UA,8112,65256,ORD,14133,MCO,2333,0716,2301,24.0,24.0,1,27.0,27.0,1,0,0,,3,3,3,0,18,311.0,23,2020-11-24
2020-11-01,F9,B6,8687,85178,DFW,82954,DEN,0049,0357,2077,5.0,5.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,265.0,0,2020-11-01
