FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DISTANCE,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,AIR_TIME,DEP_HOUR,DEP_DATE
2020-09-09,DL,F9,5655,98766,SFO,38606,LAS,1315,1614,1779,7.0,7.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,222.0,13,2020-09-09
2020-09-02,G4,AS,7485,72106,DEN,88725,SEA,0553,1042,2913,7.0,7.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,377.0,5,2020-09-02
2020-09-01,DL,WN,3498,86073,JFK,15566,SEA,0944,0903,2148,25.0,25.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,264.0,9,2020-09-01
2020-09-05,AS,AS,4021,83028,SEA,93293,LAX,0034,0941,2332,14.0,14.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,294.0,0,2020-09-05
2020-09-25,AA,WN,400,65208,SEA,89360,DEN,0809,0651,2422,12.0,12.0,0,-2.0,0.0,0,0,0,,0,0,0,0,0,304.0,8,2020-09-25
2020-09-24,NK,NK,4409,13494,DFW,87516,DFW,0555,1051,474,14.0,14.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,55.0,5,2020-09-24
2020-09-16,NK,G4,9256,71027,ORD,84559,SFO,1905,0147,1272,23.0,23.0,1,11.0,11.0,0,0,0,,0,0,0,0,0,144.0,19,2020-09-16
2020-09-16,G4,B6,5575,74574,DEN,26331,MCO,0443,2119,1466,0.0,0.0,0,-6.0,0.0,0,0,0,,0,0,0,0,0,183.0,4,2020-09-16
2020-09-20,WN,NK,1427,59062,ORD,20450,LAX,0616,1725,2695,30.0,30.0,1,39.0,39.0,1,0,0,,4,6,6,1,22,346.0,6,2020-09-20
2020-09-12,UA,HA,1515,25217,JFK,52265,JFK,1249,1126,2505,6.0,6.0,0,-10.0,0.0,0,0,0,,0,0,0,0,0,314.0,12,2020-09-12
2020-09-03,UA,NK,5817,63077,SFO,45496,JFK,1900,1723,1155,24.0,24.0,1,16.0,16.0,1,0,0,,3,3,0,1,9,125.0,19,2020-09-03
2020-09-11,DL,F9,876,91875,DEN,48492,MCO,1543,0906,1189,,,0,,,0,1,0,B,0,0,0,0,0,,15,2020-09-11
2020-09-03,NK,G4,2522,56991,ATL,29529,ATL,2013,0349,294,23.0,23.0,1,8.0,8.0,0,0,0,,0,0,0,0,0,27.0,20,2020-09-03
2020-09-08,WN,DL,5477,15314,MCO,96642,DFW,0131,0052,2985,23.0,23.0,1,35.0,35.0,1,0,0,,9,3,2,1,21,377.0,1,2020-09-08
2020-09-30,HA,F9,9015,76122,ORD,24868,ATL,1838,0753,871,19.0,19.0,1,-0.0,0.0,0,0,0,,0,0,0,0,0,95.0,18,2020-09-30
2020-09-25,WN,WN,3901,15522,ORD,81335,SEA,1358,0400,2582,22.0,22.0,1,18.0,18.0,1,0,0,,2,4,3,1,9,326.0,13,2020-09-25
2020-09-12,WN,UA,3095,91555,MCO,87699,DEN,1659,0903,2368,13.0,13.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,286.0,16,2020-09-12
2020-09-26,AA,NK,6579,31605,ORD,67057,MIA,1756,1034,1999,,,0,,,0,1,0,C,0,0,0,0,0,,17,2020-09-26
2020-09-25,AS,AS,939,41148,SFO,37406,LAS,1455,0000,249,8.0,8.0,0,-4.0,0.0,0,0,0,,0,0,0,0,0,45.0,14,2020-09-25
2020-09-29,G4,WN,1672,22111,ATL,31560,ORD,1505,1706,1267,1.0,1.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,153.0,15,2020-09-29
2020-09-23,F9,B6,4143,14173,DFW,91584,BOS,1230,0651,1943,18.0,18.0,1,35.0,35.0,1,0,0,,0,9,6,0,19,246.0,12,2020-09-23
2020-09-27,UA,AS,9970,11217,ORD,31707,MIA,1200,1935,1077,7.0,7.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,121.0,12,2020-09-27
2020-09-24,WN,WN,6933,47444,SFO,91890,BOS,1855,2232,1396,5.0,5.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,161.0,18,2020-09-24
2020-09-29,B6,B6,1566,68707,MCO,75211,MIA,0038,0948,234,4.0,4.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,33.0,0,2020-09-29
2020-09-11,AS,F9,2717,74264,SEA,83770,MIA,1011,1804,2314,3.0,3.0,0,-11.0,0.0,0,0,0,,0,0,0,0,0,286.0,10,2020-09-11
2020-09-17,B6,DL,3325,47773,DEN,74149,LAS,1958,0559,1535,2.0,2.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,194.0,19,2020-09-17
2020-09-24,G4,AS,4033,24191,MCO,67604,JFK,1527,1021,2981,2.0,2.0,0,-11.0,0.0,0,0,0,,0,0,0,0,0,379.0,15,2020-09-24
2020-09-06,AA,G4,2481,18417,SEA,18562,SEA,0911,0026,891,25.0,25.0,1,27.0,27.0,1,0,0,,10,1,8,1,8,115.0,9,2020-09-06
2020-09-16,DL,WN,7220,75221,DFW,49830,LAX,1450,0548,2144,37.0,37.0,1,39.0,39.0,1,0,0,,1,8,10,0,20,268.0,14,2020-09-16
2020-09-27,NK,HA,3856,35337,ATL,67363,DEN,2115,0744,2312,33.0,33.0,1,28.0,28.0,1,0,0,,5,4,2,1,17,270.0,21,2020-09-27
2020-09-24,WN,HA,9630,78228,ATL,88078,MCO,2018,0917,1853,25.0,25.0,1,38.0,38.0,1,0,0,,15,10,1,0,12,232.0,20,2020-09-24
2020-09-05,WN,AS,9586,37229,ATL,87584,JFK,0005,0044,2846,10.0,10.0,0,24.0,24.0,1,0,0,,1,5,6,0,12,350.0,0,2020-09-05
2020-09-19,NK,AA,8149,36650,LAX,63600,BOS,1211,0351,270,17.0,17.0,1,35.0,35.0,1,0,0,,6,9,1,1,18,34.0,12,2020-09-19
2020-09-03,HA,B6,3435,19967,ORD,54523,DEN,0612,1536,2327,11.0,11.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,301.0,6,2020-09-03
2020-09-25,AA,NK,377,96259,ORD,94394,MCO,1744,0634,2694,2.0,2.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,325.0,17,2020-09-25
2020-09-16,WN,AA,4525,59019,LAS,88750,LAX,2113,1450,2707,12.0,12.0,0,24.0,24.0,1,0,0,,2,7,5,1,10,347.0,21,2020-09-16
2020-09-18,AA,HA,8526,47027,ATL,93776,BOS,1308,2158,1807,5.0,5.0,0,-0.0,0.0,0,0,0,,0,0,0,0,0,223.0,13,2020-09-18
2020-09-07,NK,WN,852,72378,DFW,49549,DEN,0136,2057,139,6.0,6.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,10.0,1,2020-09-07
2020-09-13,F9,UA,3165,79895,MCO,48066,ATL,0749,0255,1481,0.0,0.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,206.0,7,2020-09-13
2020-09-28,HA,NK,4654,37982,DEN,20119,ATL,0754,1209,305,11.0,11.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,46.0,7,2020-09-28
2020-09-16,AA,AA,5147,72544,DFW,55273,BOS,0624,0419,1756,4.0,4.0,0,22.0,22.0,1,0,0,,1,3,1,0,18,239.0,6,2020-09-16
2020-09-06,HA,G4,8059,90149,MCO,32587,MIA,0255,1242,1416,5.0,5.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,180.0,2,2020-09-06
2020-09-21,AA,G4,7334,34180,JFK,90068,SEA,1211,2055,2943,3.0,3.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,382.0,12,2020-09-21
2020-09-15,AA,NK,7351,47582,SFO,35464,ORD,1155,1120,2794,8.0,8.0,0,-13.0,0.0,0,0,0,,0,0,0,0,0,372.0,11,2020-09-15
2020-09-19,AA,UA,939,24263,DFW,12849,DFW,0127,0520,2374,17.0,17.0,1,24.0,24.0,1,0,0,,1,1,1,0,20,292.0,1,2020-09-19
2020-09-08,G4,B6,9817,67557,ATL,12145,LAX,0851,1015,1930,2.0,2.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,235.0,8,2020-09-08
2020-09-17,WN,UA,970,77477,MCO,28914,MIA,1705,1759,1463,140.0,140.0,1,146.0,146.0,1,0,0,,0,2,10,1,133,182.0,17,2020-09-17
2020-09-04,UA,UA,4345,46388,ORD,73073,LAX,0041,0820,2080,36.0,36.0,1,35.0,35.0,1,0,0,,0,2,4,2,28,268.0,0,2020-09-04
2020-09-14,G4,B6,7984,79755,LAS,16655,MIA,2023,1956,2049,21.0,21.0,1,8.0,8.0,0,0,0,,0,0,0,0,0,265.0,20,2020-09-14
2020-09-24,F9,B6,7462,53638,DEN,65712,SEA,1436,1418,2636,17.0,17.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,336.0,14,2020-09-24
2020-09-16,UA,AS,6363,46888,LAS,41177,LAS,1244,1157,1066,19.0,19.0,1,7.0,7.0,0,0,0,,0,0,0,0,0,111.0,12,2020-09-16
2020-09-09,AS,NK,9067,96802,JFK,84148,DFW,0726,1722,600,18.0,18.0,1,23.0,23.0,1,0,0,,6,3,0,1,13,100.0,7,2020-09-09
2020-09-11,AA,WN,5113,18284,SFO,74642,DEN,1557,0612,2776,6.0,6.0,0,-14.0,0.0,0,0,0,,0,0,0,0,0,345.0,15,2020-09-11
2020-09-16,AA,G4,971,81924,DEN,42048,DFW,0048,2318,2160,29.0,29.0,1,47.0,47.0,1,0,0,,4,0,10,2,31,270.0,0,2020-09-16
2020-09-10,UA,DL,9756,52984,DFW,92162,ATL,0307,1803,2628,18.0,18.0,1,21.0,21.0,1,0,0,,2,0,4,0,14,331.0,3,2020-09-10
2020-09-07,UA,F9,9468,56505,JFK,76407,DFW,0037,1235,2418,13.0,13.0,0,-7.0,0.0,0,0,0,,0,0,0,0,0,301.0,0,2020-09-07
2020-09-21,F9,B6,4325,39663,SEA,36208,SFO,0824,0702,137,18.0,18.0,1,19.0,19.0,1,0,0,,6,1,0,0,11,36.0,8,2020-09-21
2020-09-01,NK,WN,9645,65040,SEA,13776,ORD,0019,2042,1038,56.0,56.0,1,53.0,53.0,1,0,0,,11,10,14,2,17,142.0,0,2020-09-01
2020-09-18,AA,NK,7767,80597,MCO,70640,LAX,1029,2057,2148,4.0,4.0,0,22.0,22.0,1,0,0,,6,5,6,0,5,278.0,10,2020-09-18
2020-09-07,DL,DL,7492,82641,SEA,53635,MCO,2035,1219,1626,1.0,1.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,215.0,20,2020-09-07
2020-09-12,G4,B6,7384,29006,MCO,28765,DEN,1304,1844,2422,11.0,11.0,0,23.0,23.0,1,0,0,,1,0,3,1,19,284.0,13,2020-09-12
2020-09-16,HA,NK,8861,65143,DEN,50802,LAS,1940,0055,1040,9.0,9.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,119.0,19,2020-09-16
2020-09-11,G4,HA,292,92371,LAS,20689,ATL,0845,1708,2381,11.0,11.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,289.0,8,2020-09-11
2020-09-13,AS,G4,1371,39088,JFK,34582,SFO,0009,1040,994,1.0,1.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,142.0,0,2020-09-13
2020-09-17,NK,AS,8120,19620,DEN,49521,MIA,0210,2239,1502,35.0,35.0,1,28.0,28.0,1,0,0,,11,5,7,1,4,168.0,2,2020-09-17
2020-09-25,UA,HA,9801,57111,DFW,84597,SEA,2355,1026,269,28.0,28.0,1,17.0,17.0,1,0,0,,2,1,5,0,9,16.0,23,2020-09-25
2020-09-30,NK,G4,9888,29366,LAS,85134,ATL,1003,0133,859,43.0,43.0,1,68.0,68.0,1,0,0,,21,11,14,3,19,96.0,10,2020-09-30
2020-09-06,G4,WN,1410,91023,ORD,81640,DEN,2315,1426,2475,61.0,61.0,1,54.0,54.0,1,0,0,,18,6,9,1,20,315.0,23,2020-09-06
2020-09-24,UA,UA,9322,96390,DEN,67060,DEN,2356,1951,921,28.0,28.0,1,22.0,22.0,1,0,0,,7,1,3,1,11,116.0,23,2020-09-24
2020-09-26,WN,AA,4854,99137,ATL,23768,MIA,0635,0928,328,10.0,10.0,0,-3.0,0.0,0,0,0,,0,0,0,0,0,38.0,6,2020-09-26
2020-09-07,NK,HA,8175,48647,DEN,99026,BOS,0151,1331,2932,4.0,4.0,0,4.0,4.0,0,0,0,,0,0,0,0,0,375.0,1,2020-09-07
2020-09-06,HA,NK,5342,93660,SFO,39137,MIA,1059,2358,660,8.0,8.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,110.0,10,2020-09-06
2020-09-14,AS,DL,8980,22568,DEN,19049,JFK,0838,1314,1291,24.0,24.0,1,6.0,6.0,0,0,0,,0,0,0,0,0,149.0,8,2020-09-14
2020-09-10,B6,B6,9805,10208,DFW,89152,SEA,0948,0236,2121,24.0,24.0,1,26.0,26.0,1,0,0,,3,3,4,0,16,270.0,9,2020-09-10
2020-09-16,AA,HA,7988,50072,LAS,75659,BOS,1253,0823,1904,2.0,2.0,0,16.0,16.0,1,0,0,,2,1,5,0,7,255.0,12,2020-09-16
2020-09-22,DL,WN,5148,21413,SEA,91238,ATL,0938,0650,1013,32.0,32.0,1,42.0,42.0,1,0,0,,15,1,7,0,19,126.0,9,2020-09-22
2020-09-23,AA,F9,8415,40964,SEA,71917,DEN,1746,0226,1498,13.0,13.0,0,5.0,5.0,0,0,0,,0,0,0,0,0,184.0,17,2020-09-23
2020-09-13,NK,WN,9818,50367,LAS,69119,MIA,1426,0753,1242,26.0,26.0,1,17.0,17.0,1,0,0,,3,5,3,1,5,166.0,14,2020-09-13
2020-09-30,F9,G4,953,78251,JFK,32136,DEN,1613,1924,992,15.0,15.0,1,8.0,8.0,0,0,0,,0,0,0,0,0,120.0,16,2020-09-30
2020-09-26,B6,AA,645,79685,SFO,77329,BOS,1932,2144,351,7.0,7.0,0,1.0,1.0,0,0,0,,0,0,0,0,0,49.0,19,2020-09-26
2020-09-28,F9,UA,2218,64727,MCO,21605,BOS,0355,0011,2013,5.0,5.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,234.0,3,2020-09-28
2020-09-07,AA,HA,1248,35861,ATL,34225,MIA,2011,0014,528,2.0,2.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,68.0,20,2020-09-07
2020-09-03,AS,F9,9957,76214,MCO,84892,DFW,0651,1251,2046,16.0,16.0,1,20.0,20.0,1,0,0,,8,3,1,0,8,264.0,6,2020-09-03
2020-09-19,WN,DL,5489,50790,ATL,22281,LAX,0015,2004,2023,4.0,4.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,266.0,0,2020-09-19
2020-09-27,DL,HA,3096,44925,JFK,77778,DEN,1558,0432,2676,9.0,9.0,0,3.0,3.0,0,0,0,,0,0,0,0,0,344.0,15,2020-09-27
2020-09-16,DL,AA,6622,72658,JFK,78046,MIA,1010,0419,228,14.0,14.0,0,16.0,16.0,1,0,0,,3,4,0,0,8,43.0,10,2020-09-16
2020-09-19,DL,B6,1452,12266,ATL,27445,ORD,0245,1146,152,23.0,23.0,1,21.0,21.0,1,0,0,,8,6,2,0,5,23.0,2,2020-09-19
2020-09-21,HA,HA,6555,51336,ATL,57466,BOS,0858,0435,525,10.0,10.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,65.0,8,2020-09-21
2020-09-26,DL,DL,924,50178,DEN,38531,DEN,1908,1029,1158,15.0,15.0,1,18.0,18.0,1,0,0,,3,3,2,0,9,130.0,19,2020-09-26
2020-09-13,HA,G4,5420,70871,MCO,72070,ORD,1212,2244,211,18.0,18.0,1,19.0,19.0,1,0,0,,5,4,5,0,5,22.0,12,2020-09-13
2020-09-17,DL,NK,694,87731,SEA,86659,DFW,1025,0429,1562,1.0,1.0,0,-5.0,0.0,0,0,0,,0,0,0,0,0,178.0,10,2020-09-17
2020-09-30,DL,G4,352,29739,SFO,37446,LAX,0720,2018,1281,12.0,12.0,0,-16.0,0.0,0,0,0,,0,0,0,0,0,165.0,7,2020-09-30
2020-09-18,WN,DL,8393,22181,SFO,93555,SFO,1603,2104,2625,,,0,,,0,1,0,B,0,0,0,0,0,,16,2020-09-18
2020-09-27,UA,DL,346,56285,ORD,91975,BOS,0238,2007,495,4.0,4.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,60.0,2,2020-09-27
2020-09-07,G4,NK,8527,79980,DFW,91781,SFO,1033,2235,868,12.0,12.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,114.0,10,2020-09-07
2020-09-25,G4,UA,2515,23323,DFW,70903,DEN,1458,0145,1963,13.0,13.0,0,-0.0,0.0,0,0,0,,0,0,0,0,0,217.0,14,2020-09-25
2020-09-05,WN,UA,3001,50012,ATL,24274,DEN,1438,2034,2482,3.0,3.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,300.0,14,2020-09-05
2020-09-24,G4,B6,6953,20353,LAX,46597,MIA,1141,0247,1445,40.0,40.0,1,39.0,39.0,1,0,0,,9,3,12,0,15,192.0,11,2020-09-24
2020-09-25,UA,HA,7928,29549,SEA,79269,SFO,1147,0030,1304,20.0,20.0,1,29.0,29.0,1,0,0,,8,6,6,0,9,184.0,11,2020-09-25
2020-09-11,NK,HA,6925,80033,MCO,31950,LAX,0923,1040,1623,,,0,,,0,1,0,A,0,0,0,0,0,,9,2020-09-11
2020-09-25,AS,HA,5675,17326,SEA,90249,BOS,0419,1337,2173,1.0,1.0,0,-8.0,0.0,0,0,0,,0,0,0,0,0,278.0,4,2020-09-25
2020-09-18,WN,DL,5292,39515,ATL,62986,DEN,2246,1042,2803,6.0,6.0,0,7.0,7.0,0,0,0,,0,0,0,0,0,342.0,22,2020-09-18
2020-09-08,DL,F9,6337,95645,DFW,94657,SFO,1708,1730,2200,4.0,4.0,0,-1.0,0.0,0,0,0,,0,0,0,0,0,279.0,17,2020-09-08
2020-09-28,B6,DL,3787,28988,LAS,29819,ATL,1659,1340,2082,1.0,1.0,0,10.0,10.0,0,0,0,,0,0,0,0,0,264.0,16,2020-09-28
2020-09-21,AA,WN,4482,85143,ORD,50397,SEA,0343,0019,1158,7.0,7.0,0,11.0,11.0,0,0,0,,0,0,0,0,0,136.0,3,2020-09-21
2020-09-29,DL,NK,3572,16394,SEA,69372,DEN,0338,1055,1025,8.0,8.0,0,15.0,15.0,1,0,0,,5,2,0,0,8,128.0,3,2020-09-29
2020-09-18,NK,WN,2964,31864,SEA,26714,MIA,0537,2223,1950,18.0,18.0,1,34.0,34.0,1,0,0,,12,7,8,1,6,237.0,5,2020-09-18
2020-09-19,F9,NK,8569,72311,DFW,84400,SEA,1842,1719,2529,44.0,44.0,1,50.0,50.0,1,0,0,,15,2,12,2,19,312.0,18,2020-09-19
2020-09-12,AA,DL,9670,16575,LAS,43143,DFW,1903,2207,506,5.0,5.0,0,8.0,8.0,0,0,0,,0,0,0,0,0,73.0,19,2020-09-12
2020-09-17,HA,WN,8283,28479,SEA,37240,ATL,1934,1404,686,4.0,4.0,0,-18.0,0.0,0,0,0,,0,0,0,0,0,83.0,19,2020-09-17
2020-09-19,DL,DL,2021,66007,ATL,11833,MCO,0716,2018,1293,19.0,19.0,1,41.0,41.0,1,0,0,,15,0,5,1,20,172.0,7,2020-09-19
2020-09-29,AA,AS,140,38062,ATL,64600,DEN,1308,0924,881,28.0,28.0,1,35.0,35.0,1,0,0,,8,8,1,1,18,82.0,13,2020-09-29
2020-09-01,AS,AS,2382,88449,SFO,77268,ORD,1409,1423,1835,8.0,8.0,0,6.0,6.0,0,0,0,,0,0,0,0,0,222.0,14,2020-09-01
2020-09-03,DL,NK,1587,32726,LAS,88169,JFK,1042,2352,2490,8.0,8.0,0,2.0,2.0,0,0,0,,0,0,0,0,0,311.0,10,2020-09-03
2020-09-07,UA,UA,3182,36803,ATL,38673,LAS,1811,0658,1194,5.0,5.0,0,12.0,12.0,0,0,0,,0,0,0,0,0,133.0,18,2020-09-07
2020-09-08,DL,AA,2099,77919,ORD,49716,LAX,1417,2049,1952,6.0,6.0,0,9.0,9.0,0,0,0,,0,0,0,0,0,244.0,14,2020-09-08
2020-09-18,B6,G4,8456,62960,ATL,75292,ATL,1303,1950,1137,43.0,43.0,1,29.0,29.0,1,0,0,,9,0,2,1,16,140.0,13,2020-09-18
2020-09-05,UA,AA,2236,97375,ORD,56574,JFK,0017,0814,2665,0.0,0.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,332.0,0,2020-09-05
2020-09-03,AS,UA,8477,55678,ATL,16520,ATL,0500,1746,473,3.0,3.0,0,-0.0,0.0,0,0,0,,0,0,0,0,0,64.0,5,2020-09-03
2020-09-18,HA,WN,9978,89509,ATL,69197,DEN,0348,0415,397,28.0,28.0,1,9.0,9.0,0,0,0,,0,0,0,0,0,46.0,3,2020-09-18
2020-09-09,HA,DL,6445,21733,MCO,15909,LAS,2229,0450,1583,10.0,10.0,0,17.0,17.0,1,0,0,,4,2,4,0,7,197.0,22,2020-09-09
2020-09-01,WN,UA,3670,53846,MCO,34028,SEA,1935,0151,1390,4.0,4.0,0,13.0,13.0,0,0,0,,0,0,0,0,0,170.0,19,2020-09-01
